,id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
83,1156705,0,4,2,9,0,0,1,1,0,1,0,0,0,0,0,6,1,1,0,0.1,0.1,-1.0,10,1,-1,0,1,11,1,1,2,1,87,3,0.3741657387,0.8614206026,0.3214031736,3.4641016151,0.3,0.0,0.0,2,3,7,1,10,1,5,5,2,6,14,0,1,0,0,0,0
84,774393,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0.2,0.5,-1.0,7,1,1,0,-1,10,1,1,2,1,19,3,0.4795831523,0.6942056522,0.3266496594,1.7320508076,0.1,0.6,0.8,5,2,10,3,9,2,9,8,1,5,10,0,1,0,0,0,0
85,579409,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0.4,0.2,-1.0,7,1,1,0,-1,1,1,0,0,1,104,3,0.316227766,0.9228839992,0.5300943312,1.0,0.7,0.7,0.7,2,1,8,3,9,4,7,9,2,3,7,0,1,0,0,1,1
86,423640,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0.9,0.4,0.452078533,11,1,1,0,0,1,0,1,0,1,51,3,0.316227766,1.0174307295,0.3619392214,3.6055512755,0.2,0.8,0.6,3,1,8,5,9,3,5,4,1,2,8,0,1,0,0,1,0
87,780338,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0.5,0.2,0.6698880503,9,0,-1,1,0,11,1,1,0,1,68,3,0.4472135955,0.6717129946,0.3926830783,3.7416573868,0.6,0.4,0.4,3,4,7,4,5,4,5,5,1,2,5,1,1,1,1,1,0
88,1375738,0,1,1,7,0,0,0,0,1,1,0,0,0,0,0,10,1,0,0,0.6,0.8,0.8340413659,11,1,-1,2,1,0,1,1,0,1,27,3,0.316227766,0.5768430756,0.3685105155,3.1622776602,0.5,0.0,0.1,3,1,9,1,10,3,12,9,2,1,2,0,0,1,0,0,0
89,228201,0,1,2,2,1,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0.5,0.5,-1.0,0,1,-1,0,1,0,1,1,2,1,104,2,0.316227766,0.8712321473,0.3507135583,3.4641016151,0.6,0.3,0.7,4,1,8,3,7,3,6,5,3,0,10,0,0,1,1,1,1
90,497027,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0.8,1.1,-1.0,7,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.7079536334,0.4236744033,2.8284271247,0.9,0.0,0.9,0,1,8,1,11,3,8,2,2,1,3,0,1,1,1,0,0
91,948306,0,1,2,4,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.7,0.4,0.3041381265,3,1,-1,2,1,14,1,1,2,1,32,1,0.3741657387,1.0228686771,0.2944486373,3.6055512755,0.3,0.6,0.5,1,3,9,5,7,1,4,6,1,3,11,0,1,1,1,0,1
92,862678,0,0,1,9,1,6,1,0,0,0,0,0,0,0,0,9,0,1,0,0.7,0.0,0.8054501847,6,1,-1,0,-1,13,1,1,2,1,76,3,0.316227766,0.9302869903,0.43829214,2.2360679775,0.1,0.6,0.1,1,2,7,0,7,2,12,8,0,2,11,0,1,1,0,1,0
93,673971,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0.4,0.0,-1.0,8,1,-1,0,-1,1,1,1,2,1,81,1,0.4472135955,0.6060132557,0.3583294573,3.7416573868,0.4,0.9,0.0,0,2,8,3,8,5,10,7,1,2,11,0,1,1,1,0,0
94,1472872,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,5,1,1,0,0.3,0.1,0.771362431,7,0,-1,9,-1,11,-1,1,2,1,32,3,0.4242640687,0.865416825,0.3850973903,3.3166247904,0.2,0.4,0.0,1,1,7,3,6,0,12,9,0,1,4,0,0,1,0,0,0
95,423380,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0.6,1.2,0.5297405025,11,1,-1,0,1,1,1,1,0,1,87,2,0.3605551275,0.9910550351,0.3794733192,3.4641016151,0.5,0.0,0.1,2,2,7,3,8,2,9,1,2,4,7,0,1,0,0,0,1
96,49205,0,0,1,5,0,0,1,1,1,1,0,0,0,0,0,5,1,0,0,0.9,0.7,0.8396427812,11,1,-1,0,1,12,1,1,2,1,64,3,0.4,0.518580389,0.4074309757,3.6055512755,0.8,0.3,0.2,4,1,7,4,8,4,2,8,1,1,8,0,0,0,0,1,0
97,1106967,0,2,2,3,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.8,0.2,0.5634713835,7,1,1,0,-1,11,1,1,0,1,22,2,0.316227766,0.8296668653,0.3940812099,3.4641016151,0.4,0.0,0.1,3,3,10,4,10,3,11,8,2,3,9,0,1,1,0,0,0
98,384814,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,12,0,0,0,0.9,0.1,1.5797547278,11,1,-1,0,1,17,1,1,2,1,90,3,0.3947150871,0.674720634,0.3708099244,3.6055512755,0.9,0.2,0.4,5,4,6,3,8,3,8,0,0,6,3,0,0,0,0,0,0
99,418486,0,4,2,5,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.4,0.2,1.032896413,11,1,-1,3,-1,1,1,1,0,1,104,2,0.316227766,0.6716207115,0.3908964057,3.1622776602,0.9,0.1,0.0,1,3,9,1,10,2,10,4,1,4,3,0,0,0,1,1,0
100,165926,0,1,1,5,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0.1,0.6,0.7288689869,10,1,-1,2,-1,0,1,1,2,1,87,2,0.5196152423,0.7276135565,0.3420526275,2.2360679775,0.5,0.2,0.0,1,2,8,4,9,1,5,6,2,4,7,0,0,0,0,1,0
101,160173,0,1,1,6,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0.1,0.6,0.7533259587,11,0,-1,0,-1,11,1,1,2,1,104,3,0.5,0.8076851936,0.3685105155,3.4641016151,0.9,0.5,0.0,3,2,10,5,8,1,7,6,2,5,6,1,1,0,0,0,0
102,1044964,0,2,1,8,0,6,1,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.0,1.0960155108,11,1,-1,1,-1,11,1,1,2,1,55,2,0.4242640687,0.7972317808,0.3663331817,3.6055512755,0.3,0.4,0.9,3,3,7,3,10,1,9,8,0,0,6,1,0,1,0,0,0
103,970412,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.7,0.9,0.5332682252,11,1,-1,2,0,14,1,1,3,1,32,2,0.4,0.8329847756,-1.0,3.4641016151,0.9,0.0,0.8,2,0,3,3,7,2,8,4,2,3,7,1,1,0,1,0,0
104,811319,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0.3,0.8,0.6118619125,7,0,-1,0,-1,11,1,1,0,1,19,1,0.4242640687,0.7477466148,0.3521363372,2.4494897428,0.5,0.0,0.0,2,1,8,1,8,3,7,9,1,1,6,0,0,0,0,0,0
105,381083,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.7,0.6637959024,9,1,-1,0,-1,11,1,1,2,1,82,2,0.4472135955,0.6896819245,0.5004997502,3.7416573868,0.5,0.5,0.9,1,4,8,5,10,2,5,2,1,4,7,0,1,1,1,0,0
106,305506,0,1,1,10,1,6,1,0,0,0,0,0,0,0,0,8,0,0,0,0.9,0.2,0.515994186,8,1,1,0,-1,14,1,0,2,1,103,3,0.4,0.7527772272,0.4017461885,2.6457513111,0.6,0.5,0.7,3,2,7,2,10,1,11,5,1,5,7,0,1,0,0,1,0
107,798757,0,4,1,3,0,0,1,0,0,1,0,0,0,0,0,11,0,0,0,0.7,0.5,0.7441438033,11,1,1,0,-1,11,1,1,0,1,23,1,0.4472135955,0.6239536696,0.3730951621,3.6055512755,0.4,0.6,0.3,3,2,9,1,8,4,7,6,2,3,8,0,1,1,0,0,0
108,1051023,0,3,1,2,1,0,1,0,1,0,0,0,0,0,0,10,1,0,1,0.9,0.0,0.679613861,8,1,-1,3,1,1,1,1,2,1,82,3,0.4242640687,0.9069862,0.3019933774,3.1622776602,0.0,0.7,0.5,3,4,10,2,9,4,7,7,0,8,14,0,1,0,1,0,1
109,347977,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.4,0.8325412903,6,1,-1,0,1,11,1,1,0,1,21,2,0.4,0.7739962842,0.4236744033,3.1622776602,0.9,0.4,0.4,1,2,9,1,10,2,11,5,3,4,9,0,0,0,0,0,0
110,843335,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.3,0.2,-1.0,11,1,0,0,0,1,1,1,2,1,104,3,0.423792402,1.3938323411,0.3286335345,1.0,0.7,0.1,0.9,4,2,8,4,11,5,9,4,0,3,5,0,1,1,0,1,0
111,1276093,0,2,2,6,1,4,0,1,0,0,0,0,0,0,0,8,0,0,0,0.7,0.6,1.2193748398,10,0,1,0,1,3,1,1,2,1,12,3,0.4472135955,0.6813634847,0.3456877203,3.0,0.1,0.8,0.8,1,5,9,4,9,1,5,3,1,3,12,0,1,0,1,1,0
112,970636,0,0,1,4,0,0,0,1,1,1,0,0,0,0,0,3,1,0,0,0.7,0.3,0.503736042,5,1,-1,0,1,1,1,0,0,1,5,2,0.4,0.664165418,-1.0,3.3166247904,0.4,0.6,0.9,3,1,7,3,9,3,7,6,1,6,7,0,0,1,1,0,0
113,562064,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.6,0.3,0.5267826876,7,1,1,1,0,11,1,0,2,1,94,3,0.4,1.3013422822,0.3583294573,2.2360679775,0.7,0.5,0.5,1,1,7,0,8,3,5,6,3,3,6,0,0,1,0,0,0
114,43241,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0.5,0.3,1.0111874208,7,0,1,0,1,14,1,1,2,1,55,3,0.3155946768,0.4108547832,0.3969886648,3.4641016151,0.8,0.9,0.5,2,2,8,3,10,5,9,8,0,4,5,0,1,1,0,0,1
115,1249057,0,1,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9,0.3,0.8459462158,7,0,1,9,-1,11,1,1,0,1,13,2,0.4242640687,0.9131477662,0.3130495168,2.8284271247,0.5,0.3,0.8,3,0,8,1,9,4,7,6,2,10,5,0,0,1,1,0,0
116,321512,0,1,2,6,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.7,0.1,0.9536115561,7,1,0,0,-1,14,1,1,0,1,28,3,0.316227766,0.7325800664,0.4185689907,1.7320508076,0.4,0.6,0.1,1,2,7,2,10,3,6,8,1,2,7,0,1,0,0,0,0
117,1043065,0,0,1,10,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0.9,0.0,-1.0,11,1,-1,0,0,1,1,1,2,1,14,2,0.3741657387,0.7404906794,0.4,3.3166247904,0.4,0.1,0.3,3,2,8,3,7,1,8,5,0,3,11,0,0,0,0,0,0
118,235948,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.3,0.2,0.9669539803,11,1,0,0,1,17,1,1,1,1,41,2,0.4,0.6068139258,0.3292415527,0.0,0.6,0.5,0.2,2,0,8,2,7,1,12,10,1,1,6,0,0,0,1,1,0
119,1022139,0,4,1,8,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0.1,0.3,-1.0,7,1,1,0,-1,10,1,1,2,1,11,2,0.4,1.2980914152,0.3974921383,3.7416573868,0.8,0.7,0.1,1,1,5,3,9,2,5,7,1,4,12,0,0,0,0,1,0
120,1113272,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.8,0.8,0.5425633604,6,1,-1,0,-1,1,1,1,0,1,2,3,0.4,0.6226609122,0.3744329045,3.4641016151,0.7,0.4,0.6,2,1,8,4,8,2,6,6,2,4,8,0,0,0,0,0,0
121,1434255,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0.8,0.0,0.7424621202,11,1,-1,0,-1,11,1,1,0,1,46,2,0.4472135955,1.1009575096,-1.0,2.6457513111,0.7,0.6,0.2,3,2,8,4,11,3,8,4,2,2,3,0,0,0,0,1,0
122,1415564,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,9,0,0,0,0.9,0.2,-1.0,3,1,1,0,0,0,1,1,2,1,51,1,0.316227766,0.5278601743,0.3583294573,3.6055512755,0.0,0.2,0.9,2,3,8,4,10,2,4,7,4,4,6,0,0,1,1,0,0
123,341697,0,0,1,1,0,6,1,1,0,0,0,0,0,0,0,9,1,0,0,0.1,0.7,0.6174544518,7,1,-1,0,1,0,1,1,2,1,54,3,0.316227766,1.078889753,0.3659234893,2.8284271247,0.1,0.6,0.4,4,3,9,5,10,0,6,5,1,5,9,0,0,1,0,0,0
124,1380189,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.2,1.8464492953,11,1,-1,0,-1,0,1,1,2,1,64,1,0.316227766,0.6611410122,0.3309078422,3.7416573868,0.6,0.5,0.6,4,1,7,3,9,2,6,9,0,2,6,0,1,0,0,1,0
125,614916,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0.6,1.2,1.1051018053,8,1,1,0,0,1,1,0,0,1,7,3,0.4469899328,0.6896519664,0.4211887938,3.6055512755,0.7,0.3,0.0,2,1,10,3,6,4,4,5,3,3,9,0,0,1,0,0,1
126,684283,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0.1,0.7,0.9344115796,11,1,0,0,-1,9,1,1,0,1,103,2,0.3741657387,0.6998376435,0.3687817783,3.1622776602,0.8,0.8,0.6,0,1,8,5,10,0,10,7,2,1,6,0,1,1,0,1,0
127,647657,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0.6,0.7,0.7495832175,9,1,-1,0,0,17,1,1,0,1,99,3,0.4472135955,0.8561638447,0.3420526275,3.6055512755,0.9,0.6,0.4,3,2,9,2,8,4,5,7,3,1,9,0,1,1,1,0,0
128,556916,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,6,1,0,0,0.1,0.1,1.2295832627,7,1,-1,0,-1,14,1,1,2,1,14,3,0.6164414003,0.7652445188,0.359722115,3.6055512755,0.8,0.4,0.1,3,2,7,2,9,1,7,5,0,3,10,0,0,1,0,0,1
129,1420976,0,3,2,3,1,0,1,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.6,0.6552671211,10,1,-1,0,-1,4,1,1,0,1,55,2,0.4,0.3654047908,0.4017461885,3.3166247904,0.9,0.5,0.6,4,1,7,3,9,2,7,4,0,3,9,1,0,1,0,0,0
130,1446507,0,5,1,3,0,4,0,0,0,0,0,0,0,0,0,13,1,0,0,0.0,1.1,0.4795831523,7,1,1,0,0,1,1,1,2,1,50,2,0.316227766,0.6894122542,0.3388214869,3.1622776602,0.0,0.3,0.6,3,1,7,5,9,4,4,7,1,6,2,0,1,1,0,0,0
131,1188560,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0.9,0.2,0.672216483,4,0,-1,2,-1,11,1,1,2,1,70,3,0.316227766,0.5344147954,0.3907684737,1.4142135624,0.4,0.9,0.3,2,3,8,1,12,3,8,6,1,3,7,0,0,1,1,0,0
132,502320,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.3,0.5,0.7110731327,11,1,-1,2,-1,12,1,1,2,1,32,3,0.316227766,0.5120248251,-1.0,3.4641016151,0.2,0.6,0.9,4,1,7,0,11,2,6,5,0,3,3,0,1,1,1,0,0
133,1145439,0,3,1,4,1,0,1,0,0,1,0,0,0,0,0,12,0,0,0,0.9,1.0,1.3067134345,6,1,-1,0,0,1,1,1,2,1,104,3,0.3741657387,0.6485998907,0.3309078422,3.3166247904,0.6,0.9,0.2,4,4,7,4,10,2,13,7,2,7,6,1,1,0,0,0,0
134,1455090,0,3,1,8,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0.6,0.3,0.703562364,11,1,1,0,-1,0,1,1,2,1,11,3,0.3741657387,0.8625830898,0.4604345773,3.7416573868,0.6,0.8,0.4,1,4,6,4,10,1,9,5,1,3,10,0,0,0,0,0,1
135,206288,0,2,2,8,1,0,0,1,1,0,0,0,0,0,0,6,1,1,1,0.9,0.3,0.9769211841,7,1,-1,0,-1,1,1,0,2,1,92,2,0.4,0.8935605258,0.3861346915,3.3166247904,0.0,0.5,0.5,2,2,9,1,9,4,9,6,2,0,8,0,1,1,0,1,0
136,656891,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0.1,0.2,-1.0,5,1,0,0,1,3,1,1,2,1,17,3,0.316227766,0.7964150046,0.3685105155,2.4494897428,0.9,0.8,0.8,1,1,8,3,7,2,3,2,1,1,6,1,0,0,0,1,0
137,1138541,0,3,1,7,0,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0.4,0.7,0.5830951895,3,1,1,0,1,0,1,1,2,1,65,2,0.316227766,0.6300990346,0.3601388621,3.3166247904,0.0,0.4,0.3,0,1,10,2,9,1,9,6,1,3,11,0,1,1,1,0,0
138,511046,0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.5,0.4,0.6159342497,11,1,-1,0,-1,1,1,1,2,1,46,3,0.4,0.3626406823,0.3488552709,3.6055512755,0.0,0.6,0.1,2,1,8,4,8,1,9,5,0,5,6,0,1,1,1,1,0
139,861612,0,5,1,6,1,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0.3,0.3,-1.0,6,1,1,0,1,1,1,1,2,1,11,2,0.3741657387,0.8156038933,0.3681032464,3.3166247904,0.2,0.9,0.0,1,2,9,2,10,4,9,4,0,1,7,0,1,1,0,0,0
140,103888,0,5,1,1,0,6,1,1,0,0,0,0,0,0,0,11,1,0,1,0.9,0.3,0.6809919236,6,1,-1,0,-1,1,1,1,0,1,55,3,0.5477225575,0.787531975,-1.0,3.3166247904,0.6,0.2,0.8,2,3,7,3,8,2,9,2,2,3,10,0,0,1,0,0,0
141,1227104,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.6,1.2801367114,7,0,-1,0,-1,9,1,1,0,1,11,2,0.3741657387,0.7050291595,0.3848376281,2.8284271247,0.9,0.1,0.6,1,1,7,5,7,3,4,5,1,4,7,1,1,1,0,0,1
142,97106,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.9,0.3,0.6968679932,11,1,1,0,1,6,1,1,0,1,87,3,0.4242640687,0.8341992746,-1.0,2.4494897428,0.1,0.0,0.3,1,2,8,3,10,2,3,9,2,2,3,0,1,0,0,1,0
143,142930,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.9,0.2,0.8507349764,7,0,-1,0,1,0,1,1,2,1,10,1,0.4,0.7000885422,0.4,3.3166247904,0.8,0.2,0.7,3,2,8,5,10,0,7,6,0,1,14,0,1,1,0,0,0
144,36975,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.6,0.4,0.797260936,11,1,-1,0,0,0,1,1,2,1,64,3,0.4,0.7043841458,-1.0,2.8284271247,0.1,0.3,0.0,4,1,10,5,10,3,2,5,4,3,6,1,0,1,1,0,0
145,1414814,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0.8,0.2,0.9981232389,6,0,-1,0,0,1,1,1,0,1,67,3,0.4242640687,0.637012656,0.3687817783,3.6055512755,0.9,0.2,0.7,4,4,8,4,8,0,8,6,0,3,6,0,1,0,0,0,0
146,844906,0,2,3,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.3,0.7,1.4641550464,7,1,-1,0,-1,1,1,1,0,1,29,2,0.4,0.5139982635,0.4185689907,3.1622776602,0.8,0.3,0.4,1,2,9,2,9,4,13,5,0,2,12,1,0,0,0,0,0
147,545940,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.9953014619,11,1,-1,0,-1,1,1,0,3,1,66,2,0.4472135955,1.0785473855,-1.0,3.6055512755,0.2,0.1,0.0,0,1,7,3,5,2,6,7,3,2,6,0,1,1,1,0,1
148,1320542,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.9,0.4,0.7487489566,7,1,-1,8,1,0,1,1,0,1,72,3,0.316227766,0.5843340491,0.3468429039,2.4494897428,0.4,0.2,0.0,1,2,8,2,8,3,5,5,3,5,6,0,0,1,0,1,0
149,819390,0,1,1,6,1,0,0,0,0,1,0,0,0,0,0,5,1,1,0,0.4,0.2,0.605702072,7,1,0,8,0,7,1,1,2,1,78,1,0.3741657387,0.6666494488,0.4196427052,2.4494897428,0.8,0.2,0.6,1,2,7,4,8,3,8,5,2,4,8,1,0,0,0,0,0
150,1184972,0,2,1,7,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.8,0.6,0.5184110338,11,1,1,0,-1,1,-1,1,2,1,2,2,0.316227766,0.8110802918,0.3641428291,2.8284271247,0.6,0.7,0.4,3,3,7,2,9,3,8,6,2,2,7,0,1,1,0,0,0
151,1112094,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.4,-1.0,11,1,-1,0,1,1,1,1,0,1,49,2,0.316227766,0.6461423992,0.3287856445,3.3166247904,0.3,0.2,0.0,2,3,8,1,10,2,8,6,2,5,4,0,1,0,0,0,1
152,600178,0,5,2,3,0,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0.7,0.7,0.803507934,7,1,-1,0,1,14,1,1,0,1,100,3,0.3741657387,0.6167094766,0.3754996671,3.6055512755,0.3,0.3,0.9,1,4,9,4,8,1,6,4,1,3,7,0,1,1,0,0,0
153,1102840,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.2,0.4,1.0056092681,10,1,-1,0,1,11,1,1,2,1,68,2,0.316227766,0.7834549463,0.293257566,3.6055512755,0.4,0.8,0.5,0,1,8,5,11,4,6,4,3,3,3,0,1,0,0,0,1
154,1136137,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0.8,0.3,0.6164414003,11,1,-1,0,-1,6,1,1,2,1,8,3,0.3160696126,0.6449101417,0.310322413,2.0,0.7,0.7,0.6,3,2,8,3,12,2,10,4,2,1,6,0,0,0,0,0,0
155,430616,0,3,1,5,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.5,0.7709571973,11,1,0,0,0,0,1,1,2,1,5,2,0.3741657387,0.7109677958,0.3443835072,3.3166247904,0.4,0.1,0.9,0,0,8,2,9,5,14,9,1,4,7,0,1,1,0,1,0
156,769478,0,1,1,1,0,3,0,1,0,1,0,0,0,0,0,7,1,0,0,0.5,1.2,0.9357483636,7,1,1,0,-1,6,1,0,2,1,26,3,0.4,1.565379578,0.3583294573,2.8284271247,0.7,0.1,0.7,1,2,9,6,10,1,10,1,3,4,8,0,0,1,0,0,1
157,1238667,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0.0,-1.0,7,1,-1,0,0,10,1,1,0,1,56,3,0.316227766,1.3579274436,0.3468429039,3.6055512755,0.8,0.8,0.5,3,1,8,5,10,4,8,7,2,0,6,0,0,1,1,0,0
158,198256,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0.6,0.4,0.6087897831,11,1,-1,0,1,11,1,1,0,1,48,3,0.3741657387,1.3731268232,0.3907684737,2.2360679775,0.1,0.4,0.2,2,2,8,2,9,3,13,7,3,4,8,0,1,1,0,0,0
159,131933,0,2,1,6,0,0,0,1,0,1,0,0,0,0,0,9,1,0,0,0.9,0.1,0.8234834546,10,1,-1,0,-1,0,1,1,2,1,5,2,0.4242640687,0.554899291,0.3204684072,3.4641016151,0.5,0.0,0.7,4,1,8,2,11,2,11,7,0,3,11,0,1,1,0,1,0
160,1060418,0,1,1,7,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0.8,0.3,0.5678908346,7,1,1,0,0,10,1,1,2,1,20,2,0.316227766,0.6741692163,0.3701351105,3.3166247904,0.9,0.7,0.0,1,2,8,2,9,2,4,5,2,4,7,1,1,0,0,1,0
161,630335,0,6,1,2,1,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0.6,0.0,1.2562344526,10,1,-1,0,0,0,1,1,2,1,104,2,0.3741657387,0.6298366573,0.4093897898,3.4641016151,0.7,0.2,0.1,2,1,8,0,10,3,4,5,1,4,5,0,0,0,0,1,0
162,141939,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.5,1.4100088652,7,1,1,1,-1,1,1,1,1,1,103,2,0.4472135955,0.968405864,-1.0,3.0,0.4,0.3,0.0,2,1,8,3,7,4,11,3,0,4,4,0,1,0,0,0,0
163,593278,0,4,1,4,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0.7,0.6,1.2077872329,4,1,-1,1,-1,1,1,1,0,1,64,2,0.423792402,0.6988331479,0.3583294573,3.4641016151,0.5,0.8,0.8,0,2,8,2,9,3,14,4,1,0,10,0,1,0,1,0,0
164,1405753,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9,0.2,0.611350963,7,0,-1,0,-1,0,1,1,2,1,104,3,0.3741657387,0.6437076232,0.3615245497,3.7416573868,0.6,0.1,0.7,3,2,6,4,11,2,11,3,2,3,9,0,0,0,0,1,0
165,1366087,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0.6,0.0,0.485412196,10,1,1,0,0,11,1,1,2,1,46,3,0.4795831523,1.0058506535,0.4306971093,3.3166247904,0.2,0.9,0.6,1,2,9,1,8,3,7,7,1,5,4,0,0,0,0,0,0
166,1472920,0,4,1,6,0,4,1,0,0,0,0,0,0,0,0,10,1,1,0,0.2,0.2,0.7960841664,7,1,-1,0,1,11,1,1,2,1,104,3,0.3741657387,0.6685373204,0.3583294573,3.6055512755,0.9,0.0,0.6,1,1,9,4,8,1,14,4,1,1,5,0,0,0,0,1,1
167,814953,0,1,1,5,1,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0.6,0.5,0.6754628043,10,1,0,0,1,4,1,1,0,1,40,3,0.3741657387,0.801019495,-1.0,3.6055512755,0.3,0.8,0.1,3,2,7,2,10,0,11,6,3,1,8,0,0,1,1,0,0
168,1000331,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.4,0.1,0.8019507466,7,1,1,0,1,11,1,1,0,1,56,3,0.4472135955,0.737737215,0.3903844259,3.6055512755,0.1,0.1,0.5,3,1,6,4,9,1,8,6,0,3,9,0,0,1,0,1,0
